,title_id,title,date_added,release_year,rating,duration,description
1909,80165732,One by Two,05/01/2017,2014,TV-PG,135,The lives of a Mumbai man and woman who are both dealing with issues intersect through a TV dance show that she wants to win but he wants to sabotage.
1910,80165854,Pyaar Ka Punchnama,05/01/2017,2011,TV-14,149,Matters of the heart introduce chaos into the once-idyllic bachelor existence of three young men who share an apartment.
1911,80083589,Pyaar Ka Punchnama 2,05/01/2017,2015,TV-MA,136,Three young bachelors find the reality of relationships to be far removed from the idea of true romance that they had once pursued.
1912,80032081,Queen,05/01/2017,2014,TV-MA,138,A jilted bride decides to go on her European honeymoon anyway – by herself – and ends up embarking on a journey of self-discovery.
1913,17457962,Raja Hindustani,05/01/2017,1996,TV-14,177,"When a poor taxi driver falls in love with a wealthy young woman, he must stand up to her family and contend with his own insecurities."
1914,80182105,Saeed Mirza: The Leftist Sufi,05/01/2017,2016,TV-MA,61,This documentary profiles the celebrated Hindi film director known as much for his embrace of leftist politics and social concerns as lyrical cinema.
1915,80165855,Shaitan,05/01/2017,2011,TV-MA,126,"When they're blackmailed after a hit-and-run, a troubled rich girl and her wild friends stage a fake kidnapping with a plan to collect the ransom."
1916,70273637,Special 26,05/01/2017,2013,TV-PG,137,"In this fact-based crime drama, a gang of con artists posing as government officials executes a heist in the form of a raid on a prominent jeweler."
1917,70176968,Tanu Weds Manu,05/01/2017,2011,TV-14,114,"When London-based doctor Manu reluctantly returns to India to find a bride, he meets the girl of his dreams – only to discover she loves another man."
1918,80173605,The Next Skin,05/01/2017,2016,TV-MA,104,"When a withdrawn, long-missing teenager reappears in a chilly alpine town, his heartbroken family begins to wonder if he's actually who he says he is."
1919,80165856,What the Fish,05/01/2017,2013,TV-14,96,A crabby woman leaves home for a vacation and entrusts her niece's fiancé to feed her fish and adhere to a strict set of rules. He has other ideas.
1920,70308135,Yamla Pagla Deewana 2,05/01/2017,2013,TV-14,147,"Up to his old tricks, con man Dharam poses as a millionaire to get his younger son married to the daughter of a wealthy businessman."
1921,80101903,Mark Gatiss: A Study in Sherlock,05/01/2016,2016,TV-14,29,"Mark Gatiss, who co-created “Sherlock” and plays Mycroft Holmes, discusses the show with Benedict Cumberbatch, Martin Freeman and others in the cast."
1922,80093103,Palm Trees in the Snow,05/01/2016,2015,TV-MA,163,"Finding a tantalizing clue in an old letter, a young woman journeys to her family's tropical plantation to uncover generations of secrets."
1923,80102305,Terra,05/01/2016,2015,TV-PG,98,This visually arresting documentary essay reflects on our relationship to other living creatures as humanity becomes more isolated from nature.
1924,70176655,Apollo 18,03/09/2019,2011,PG-13,87,"This sci-fi thriller suggests that Apollo 17, despite official statements to the contrary, wasn't NASA's last manned mission to the moon."
1927,80209796,Meditation Park,03/09/2018,2017,TV-PG,94,An elderly immigrant matriarch from Hong Kong finally begins to break out of her shell of isolation when she suspects her husband of infidelity.
1928,80152434,The Outsider,03/09/2018,2018,TV-MA,121,"An American soldier imprisoned in postwar Japan enters the dark world of the yakuza, adopting their way of life in repayment for his freedom."
1929,70309693,Match,03/09/2017,2014,R,92,"As a couple interviews a renowned dance professor for their dissertation, their probing questions soon betray a hidden agenda."
1930,80107737,Peter and the Farm,03/09/2017,2016,TV-MA,92,"His hilltop farm in Vermont may be bucolic, but making ends meet is a backbreaking challenge for grizzled, hard-drinking organic farmer Peter Dunning."
1931,80098305,The Sunshine Makers,03/09/2017,2015,TV-MA,91,"Take a trip and witness the rise and fall of Tim Scully and Nicholas Sand, improbable pioneers of the drug counterculture during the 1960s."
1932,80152742,The Young Offenders,03/09/2017,2016,TV-MA,83,"Never ones to think things through, two Irish teens steal bicycles and set off to the coast to find a bale of cocaine from a smuggler’s capsized ship."
1933,80107370,Thithi,03/09/2017,2015,TV-MA,123,"In a South Indian village, a centenarian's funeral brings together his free-spirited son, inheritance-hungry grandson and girl-crazy great-grandson."
1934,80095233,Zinzana,03/09/2016,2015,NR,96,"Recovering alcoholic Talal wakes up inside a small-town police station cell, where he's subject to the mind games of a psychotic sadist."
1937,70270362,Blue Jasmine,03/08/2019,2013,PG-13,98,The high life leads to high anxiety for a fashionable New York City homemaker in crisis who finds herself forced to live a more modest lifestyle.
1941,81074140,Hajwala 2: Mysterious Mission,03/08/2019,2018,TV-14,116,"In this sequel, a group of expert drivers skilled in drifting and high-speed racing is recruited to perform obscure tasks for a shadowy gang."
1944,80184676,Juanita,03/08/2019,2019,TV-MA,90,"Burdened by troubles in life and love, a mother of three grown children searches for hope and healing on an impromptu trip to Paper Moon, Montana."
1945,81024044,Lady J,03/08/2019,2019,TV-14,111,"When her romance with a lustful marquis takes an unwelcome turn, a wealthy widow concocts a scheme to get revenge – with help from a younger woman."
1947,60023618,Spy Kids 2: The Island of Lost Dreams,03/08/2019,2002,PG,100,"Spy kids Carmen and Juni Cortez team up with two other pint-size secret agents, Gary and Gerti Giggles, in order to take on an evil scientist."
1949,70113532,The Imaginarium of Doctor Parnassus,03/08/2019,2009,PG-13,123,"When a deal with the devil comes due, the immortal Doctor Parnassus must renegotiate the pact to save his daughter and right the wrongs of his past."
1950,70074299,The Jane Austen Book Club,03/08/2019,2007,PG-13,106,Six book club members find their lives resemble a modern-day version of Jane Austen's novels in this drama.
1951,80995799,Walk. Ride. Rodeo.,03/08/2019,2019,TV-PG,100,"In the wake of an accident that leaves her paralyzed, a champion rodeo rider vows to get back on her horse and compete again. Based on a true story."
1953,80219143,Ladies First,03/08/2018,2018,TV-G,40,"Born amid poverty and limited women's rights in the village of Ratu, India, Deepika Kumari rose to become the No.1 female archer in the world at 18."
1954,17687959,The Waterboy,03/08/2017,1998,PG-13,90,A water boy for a college football team has a rage that makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.
1955,70100377,Doubt,03/07/2019,2008,PG-13,104,"Sister Aloysius begins to have doubts about doting Father Flynn, who seems to have become overly involved in the life of an African American pupil."
1956,80189630,Nappily Ever After,03/07/2019,2018,TV-MA,99,"When a perfectionist ad exec experiences a romantic setback, she embarks on a journey of self-discovery that begins with a dramatic hair makeover."
1957,81010867,Sisterakas,03/07/2019,2012,TV-14,105,"Two half siblings separated by family conflict cross paths as adults at a fashion agency – but one of them has a vendetta, unbeknownst to the other."
1958,81010865,Starting Over Again,03/07/2019,2014,TV-14,128,"An architecture student and a history professor fall in love, pursue a dream, split up and bump into each other years later. Can there be a second chance?"
1959,81010874,That Thing Called Tadhana,03/07/2019,2015,TV-MA,91,"A devastating breakup with her boyfriend may be the start of a new beginning for Mace, thanks to an adventurous and kind stranger named Anthony."
1960,80075018,The Love Affair,03/07/2019,2015,TV-MA,127,"Feeling betrayed by their romantic partners' infidelity, Adrianne and Vince struggle to forgive while finding comfort with each other."
1962,70260374,Aftershock,03/07/2018,2012,R,89,"An American tourist and his friends are partying in Chile, but a major earthquake devastates the area and forces them to scramble for survival."
1963,80190180,Bullet Head,03/07/2018,2017,R,94,"After a daring heist, three fugitives lock themselves in a warehouse hoping to evade the police, but find a worse threat as they fight to stay alive."
1964,80150002,Amy Schumer: The Leather Special,03/07/2017,2017,TV-MA,57,"Comic sensation Amy Schumer riffs on sex, dating and the absurdities of fame in a bold and uncensored stand-up set at Denver's Bellco Theater."
1965,80079265,Halo: The Fall of Reach,03/07/2016,2015,TV-14,65,Witness the origins of Master Chief and the Spartan program as a group of children transform into enhanced soldiers and fight a powerful alien threat.
1968,80238080,Aliens Ate My Homework,03/06/2018,2018,PG,90,Tiny alien lawmen fly into Rod's bedroom and recruit him into helping them stop an intergalactic criminal – who's disguised as a very familiar human.
1969,296682,Benji,03/06/2018,1974,G,86,"After lovable abandoned mutt Benji is adopted by a kind family, he chases cats, flirts with a show dog and bravely helps to rescue two abducted kids."
1970,60037606,Benji: Off the Leash,03/06/2018,2004,PG,100,"Benji is back in this charming story that's told from the pooch's point of view, tracking his early days as a pup to his current life in showbiz."
1972,516154,For the Love of Benji,03/06/2018,1977,G,84,"Benji and his owner get separated in Greece. On his quest to find them, he's targeted by various bad guys who want to get their hands on him."
1973,80170187,Gad Elmaleh: American Dream,03/06/2018,2018,TV-14,58,"In his first English-language special, comedian Gad Elmaleh gleefully digs into America's food obsessions, dating culture, slang and more."
1974,80174137,Gook,03/06/2018,2017,TV-MA,95,"Amidst the looting and chaos of the LA riots, two Korean-American brothers fight to save their struggling shoe store while contemplating their future."
1975,80038296,Aziz Ansari Live at Madison Square Garden,03/06/2015,2015,TV-MA,58,"Stand-up comedian and TV star Aziz Ansari (""Parks and Recreation"") delivers his sharp-witted take on immigrants, relationships and the food industry."
1976,80011848,My Own Man,03/06/2015,2015,NR,82,"When a man discovers he will be the father to a boy, his fear and insecurities send him on an emotional, humorous quest for his own manhood."
1978,70100381,Bedtime Stories,03/05/2019,2008,PG,100,Skeeter's life is turned upside down when the fantastical stories he makes up to entertain his niece and nephew inexplicably turn into reality.
1979,70110919,Caregiver,03/05/2019,2008,TV-14,131,"Sarah leaves her son in the Philippines to reunite with her husband in London, where she struggles personally and professionally as a care-home worker."
1980,80221560,Christopher Robin,03/05/2019,2018,PG,104,"Now a careworn middle-aged man, Christopher Robin goes on a familiar adventure when his old pal Winnie the Pooh brings him to the Hundred Acre Wood."
1981,80200961,The Hard Way,03/05/2019,2019,TV-MA,94,"After learning his brother died on a mission in Romania, a former soldier teams up with two allies to hunt down a mysterious enemy and exact revenge."
1982,80214580,F the Prom,03/05/2018,2017,TV-MA,92,"Maddy and Cole were inseparable before high school. Then she got popular; he didn't. But after Maddy is betrayed, she and Cole reunite – to ruin prom."
1983,80085013,Everyday I Love You,03/04/2019,2015,TV-PG,124,"While patiently waiting for her boyfriend to come out of his coma, Audrey finds herself falling for the caring and successful Ethan."
1984,81077597,I Am,03/04/2019,2010,TV-MA,106,"Four individuals in modern India grapple with their identities amid social taboos, trauma and brutal sexual discrimination in this quartet of stories."
